CHAR,DIALOG,NAME,_ID,RUNTIMEINMINUTES,ACADEMYAWARDNOMINATIONS,ACADEMYAWARDWINS,RELEASE_YEAR,DIA_LGTH,IMDB,METASCORE,DESCRIPTION
STRIDER,Sam! Do you know the Athelas plant ?,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,36,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
PIPPIN,Frodo!     Merry! Its Frodo Baggins!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,36,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
FRODO,We're heading for the Prancing Pony.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,36,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
MERRY,"The Brandywine Bridge, twenty miles.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,36,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
SAM,There's an eye-opener and no mistake,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,36,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
ARAGORN,"My friends, , you bow to     no-one.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,36,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,I guess that concludes negotiations.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,36,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
EOWYN,So few. So few of you have returned.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,36,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
THEODEN,Where are the riders from Snowbourn?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,36,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,Pull everybody back. Pull them back.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,36,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MADRIL,Some thousands. More come every day.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,36,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SMEAGOL,"Once they're dead. ,Ssssssssssssssh!",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,36,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ORC,The door wont give. It's too strong.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,36,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,Smeagol? (shouts) SMEAGOL! SMEAGOL!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,35,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SOLDIER 2,Will Rohan's army come? Mithrandir?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,35,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,Last one standing wins heh heh heh!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,35,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,You see Mr Frodo some luck at last!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,35,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,Where is Theodred? Where is my son?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,Haven't you had any sleep Mr Frodo?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,35,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GAMLING,He leaves because there is no hope.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,35,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARAGORN,Hold your ground! Hold your ground!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,35,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,Minas Tirith? Is that what you saw?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,35,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,"Put it out you fools! , Put it out!",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,35,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
ARAGORN,Boe ammen veriad l'n. Andelu i ven!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,35,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
FRODO,I think we should get off the road.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,35,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
FRODO,and proud of     it! Cheers Gaffer!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,35,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
HALDIR,"Mae govannen, Legolas Thranduilion.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,35,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GAFFER,"Young Mr Frodo here, he's cracking!",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,35,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
FRODO,I'm so sorry Sam.     I'm so sorry.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,35,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
LEGOLAS,"Come, Gimli! We're gaining on them!",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,"...which is, of course, ridiculous.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
LEGOLAS,"Your friends are with you, Aragorn.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,(strokes his own palm)Our precious.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,You will lead us to the Black Gate.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GRIMA,"You see much, Eomer, son of Eomund.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MERRY,"He doesn't look too happy, does he?",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SMEAGOL,Leave now......and never come back.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
THEODEN,"I am ready, Gamling.Bring my horse.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,Tracks lead away from the battle...,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
THEODEN,"The fortress is taken. It is over.,",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SOLDIER,"This is all we could save, my lady.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MERRY,Three-foot-eight.You did something.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
EOWYN,"Your son is badly wounded, my lord.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,Legolas! What do your Elf-eyes see?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,Mr. Frodo! It's all right.I'm here.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,35,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,What we need is a few good taters.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,34,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,"Dead?No, you cannot kill them. No.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,34,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MERRY,Hello?Treebeard?Where has he gone?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,34,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MERRY,You just said something...Treeish.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,34,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,Aragorn is right. We cannot use it,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,34,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GOLLUM,Look.Look. See what Smeagol finds?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,34,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,"Nothing, its just a whisp of cloud",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,34,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
SAM,"Mr. Frodo?It's the Ring, isn't it?",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,34,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
BOROMIR,"This isn't     a mine, it's a tomb",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,34,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
